1741914725.481,2025-03-13 18:12:05.481,1,28,1.0,67,2,2,4,4,4
1741914725.9776,2025-03-13 18:12:05.977,1,28,1.0,25,1,2,4,1,1
1741914726.4737,2025-03-13 18:12:06.473,1,28,1.0,33,2,4,4,1,1
1741914726.9947,2025-03-13 18:12:06.994,1,28,1.0,50,2,4,4,2,2
1741914727.4898,2025-03-13 18:12:07.489,1,28,1.0,33,1,4,4,2,1
1741914727.9868,2025-03-13 18:12:07.986,1,28,1.0,42,4,2,4,2,1
1741914728.5079,2025-03-13 18:12:08.507,1,28,1.0,42,1,4,4,2,2
1741914729.004,2025-03-13 18:12:09.004,1,28,1.0,42,2,1,4,2,4
1741914729.5006,2025-03-13 18:12:09.500,1,28,1.0,42,4,4,4,0,1
1741914730.0213,2025-03-13 18:12:10.021,1,28,1.0,75,1,4,4,4,4
1741914730.5183,2025-03-13 18:12:10.518,1,28,1.0,58,2,4,4,4,1
1741914731.0145,2025-03-13 18:12:11.014,1,28,1.0,42,2,4,4,2,1
1741914731.5338,2025-03-13 18:12:11.533,1,28,1.0,50,2,4,4,2,2
1741914732.0303,2025-03-13 18:12:12.030,1,28,1.0,50,2,4,4,2,2
1741914732.528,2025-03-13 18:12:12.528,1,28,1.0,50,2,4,4,2,2
1741914733.0469,2025-03-13 18:12:13.046,1,28,1.0,50,2,4,4,2,2
1741914733.544,2025-03-13 18:12:13.544,1,28,1.0,50,2,4,4,2,2
1741914734.0404,2025-03-13 18:12:14.040,1,28,1.0,50,2,4,4,2,2
1741914734.5588,2025-03-13 18:12:14.558,1,28,1.0,67,2,4,4,4,2
1741914735.0567,2025-03-13 18:12:15.056,1,28,1.0,67,2,4,4,4,2
1741914735.553,2025-03-13 18:12:15.553,1,28,1.0,67,2,4,4,4,2
1741914736.072,2025-03-13 18:12:16.072,1,28,1.0,67,2,4,4,4,2
1741914736.5693,2025-03-13 18:12:16.569,1,28,1.0,42,2,4,4,2,1
1741914737.0656,2025-03-13 18:12:17.065,1,28,1.0,58,2,4,4,4,1
1741914737.5861,2025-03-13 18:12:17.586,1,28,1.0,50,2,4,4,2,2
1741914738.0826,2025-03-13 18:12:18.082,1,28,1.0,33,4,4,0,2,2
1741914738.5781,2025-03-13 18:12:18.578,1,28,1.0,25,1,2,0,4,4
1741914739.0994,2025-03-13 18:12:19.099,1,28,1.0,8,0,2,0,1,1
1741914739.5962,2025-03-13 18:12:19.596,1,28,1.0,0,0,0,0,0,0
